"type","rank","representative_id","representative","topic","tags","cluster_size","total_source_count","total_same_question_count","answered_count","member_samples"
"broad","7","18abc701-03fc-4b47-b3a1-d51188e82a08","有推荐的负重腰带吗？","街头健身","街头健身/负重引体/引体向上","16","18","0","0","能否推荐一款适合负重引体向上的负重腰带？ | 有推荐的负重腰带吗？ | 能推荐一款适合负重引体的腰带吗？ | 负重引体腰带用哪种比较好？ | 大重量负重引体向上时，腰带应该怎么选择？ | 有哪些值得推荐的负重腰带？ | 负重引体向上用负重背心可以吗？有什么需要注意的？ | 负重引体向上可以用助力带吗？"
"broad","8","01a94202-7c94-40f4-a902-adcde0f10b79","15个标准引体向上能否解锁双力臂？","街头健身","街头健身/引体向上/双力臂/新手入门/负重引体","16","16","0","0","15个标准引体向上能否解锁双力臂？ | 我能做10个完全伸直和15个不完全放直的引体向上，有希望解锁双力臂吗？ | 引体向上能做15个，如何解锁双力臂？ | 引体向上能做15个，还需要达到多少个才能解锁双力臂？ | 我只能负重10kg做6-7个引体向上，如何解锁双力臂？ | 引体向上能做25个以上但双力臂一个都做不了如何突破 | 为什么我能做25个引体向上，却一个双力臂或单手上都上不去？ | 引体向上能做18个但双力臂一个都做不上去，是什么原因？如何改进？"
"broad","9","b44ce5cd-8c52-4e2d-986b-6b227d101fd4","我找不到单杠，怎么办？","街头健身","街头健身","15","15","0","0","在南京找不到单杠怎么办？哪里有单杠？ | 我找不到单杠，怎么办？ | 现在哪里能找到单杠？为什么单杠变少了？ | 杭州哪里能找到单杠？为什么医院等公共机构也没有？ | 找半天找不到单杠，该怎么办？ | 真的找不到单杠，有什么替代方法？ | 如何找到附近的单杠位置？ | 如何找到附近的单杠设施？"
"broad","10","2b174fb5-29ef-431e-9ce9-6b771a6df2ba","如何克服懒惰和拖延，提高行动力？","个人成长","个人成长/执行力","13","16","0","0","如何解决知行不一的问题，将想法落到实处？ | 如何解决知行不一、想法多但落不到实处的问题？ | 如何解决知行不一的问题？想得很多但落不到实处，如何提高执行力？ | 如何克服知行不一的问题，提高自己的行动力？ | 我经常想得很多但落不到实处，如何解决知行不一的问题，提高自己的行动能力？ | 如何克服想得多做得少的知行不一问题，将思考转化为实际行动？ | 如何克服想得多做得少、知行不一的问题，从而提高自己的行动力和能力？ | 如何解决想得多做得少、知行不一的问题，提高能力？"
"broad","11","ccef2a8b-5d15-433e-993b-c2bdb5b989e6","为什么肌肉看起来不大？","街头健身","街头健身","10","10","0","0","为什么有些人看起来又壮又瘦？是体脂低还是肌肉形态导致？ | 看着这么瘦为什么力气这么大？ | 怎么做到表面看起来瘦但很有力量？ | 为什么肌肉看起来不大却有那么大力气？ | 如何做到体重较轻但肌肉线条明显、看起来强壮？ | 为什么有些人看起来肌肉不大，但力量却很强？ | 力量很强但肌肉看起来不大，是什么原因？ | 为什么有些人体重小但力量很大？是因为神经募集能力吗？"
"broad","12","57600c1d-fb75-41ea-b534-b5ddfca5dc4d","如何系统练习自由倒立，包括从靠墙过渡到自由、稳定性提升、以及进阶到倒立接90度等技巧？","街头健身","街头健身/负重引体","6","14","0","0","如何系统训练自由倒立撑，包括基础技巧、递增组数、负重进阶和巩固训练量？ | 如何系统练习自由倒立，包括从靠墙过渡到自由、稳定性提升、以及进阶到倒立接90度等技巧？ | 如何从自由倒立撑的单次完成进步到能做组训练？ | 自由倒立撑的向心平衡阶段应如何训练？ | 自由倒立有什么训练建议？ | 能教一下怎么练倒立吗？"
"broad","13","210bef7f-c4e1-4b99-b303-1e19705385f8","你的引体向上极限负重是多少？","街头健身","街头健身/负重引体/引体向上/双力臂","8","8","0","0","高质量的负重引体需要达到多少公斤才能轻松完成双力臂？我目前荡不上去，只能靠力量硬拉。 | 负重引体的极限是多少？拉100kg比较轻松。 | 你的引体向上极限负重是多少？ | 负重20公斤停顿拉10次，极限大概是多少？ | 负重引体35公斤做4组每组4次，我的极限重量大约是多少？ | 72公斤负重30公斤只能拉5×5，这个水平如何？ | 体重64公斤，负重40公斤做5组每组3个负重臂屈伸，是什么水平？ | 我负重20kg做了三个双力臂，请评价我的实力如何？"
"broad","14","45cf3982-9be0-4cd4-b3e9-0f19aa0fe574","如何合理安排训练强度、容量和热身，避免过度训练并突破瓶颈？","街头健身","街头健身/训练计划","6","11","0","0","训练中会遇到瓶颈吗？如何突破瓶颈？ | 如何合理安排训练强度、容量和热身，避免过度训练并突破瓶颈？ | 长时间停训或遇到瓶颈后如何恢复训练并超过原有水平？ | 如何自我感受并判断训练状态是否恢复了？ | 如何判断自己的训练状态？ | 如何判断训练强度是否足够？训练后如何加速恢复？过度训练或力量退步时应如何调整？"
"broad","15","16183936-e2b4-4f59-9dc9-5bbfa4acd9d6","你的饮食是怎么安排的？","街头健身","街头健身/训练计划","7","7","0","0","你的饮食是怎么安排的？ | 健身大佬平时如何安排饮食？ | 请分享你的饮食安排（训练者饮食建议）。 | 你的饮食计划是怎样的？是否有刻意热量盈余？是否使用蛋白粉等补充蛋白质？ | 街健训练应该怎么安排饮食？ | 你平时饮食是怎么安排的？会专门喝蛋白粉吗？ | 街健平时应该怎么吃？需要吃蛋白粉吗？"
"broad","16","e825a1fc-dd29-41d7-babb-20838c185fbf","一分钟能做多少个双力臂？","街头健身","街头健身/双力臂/负重引体","7","7","0","0","双力臂真的能连续做那么多吗？ | 为什么双力臂可以做得这么轻松？ | 一分钟能做多少个双力臂？ | 负重10kg双力臂连续13个，如果状态和节奏好，最多能连续多少个？ | 单力臂或双力臂是不是看着容易但实际上很难？ | 你是怎么做到这么轻松地完成双力臂的？ | 在节约拉力的情况下做普通双力臂能连续多少个？"
"broad","17","a4582043-5e61-49de-b81d-8ab3b3c092c7","负重引体向上卡在40kg很久了，该如何突破？","街头健身","街头健身/负重引体/引体向上","6","6","0","0","负重引体陷入瓶颈，20kg做10个，40kg只能做1个，如何突破？ | 自重30kg，负重引体最大55kg一次，卡住很久了，如何突破？ | 负重引体向上卡在40kg很久了，该如何突破？ | 负重引体PR停在45kg两个月了，如何突破？ | 反手引体负重卡在60kg半年了，有什么突破方法吗？ | 体重135斤，负重100斤能做组但引体向上拉不起来，只能靠辅助拉几个，怎么突破？"
"broad","18","fdfd067f-6338-4b96-a8e0-758ebf7a7c37","为什么我能负重45kg做引体向上却还是做不了双力臂？","街头健身","街头健身/引体向上/双力臂/负重引体/新手入门","6","6","0","0","要练负重引体才能解锁双力臂吗？我标准引体14个，但只能单臂上双力臂，左侧较弱。 | 我体重轻，标准引体10个，但做不了双力臂，该怎么训练才能解锁双力臂？ | 体重55kg，负重15kg能拉15个引体，但双力臂一个都上不去，怎么才能练成？ | 我能负重40kg做引体，但做不了弹射双力臂，该怎么练？ | 为什么我能负重45kg做引体向上却还是做不了双力臂？ | 我73kg，负重引体30kg做3x5，为什么还是做不了双力臂？"
"broad","19","d3d442ba-3cee-46b6-b681-d20e0f3dcf99","如何做出改变？","个人成长","个人成长","6","6","0","0","如何实现个人改变？ | 如何做出改变？ | 我该如何改变自己？ | 如何开始改变自己？改变的方法和步骤有哪些？ | 我想改变自己，应该从哪些方面入手？ | 求改变教程，怎么改变自己？"
"broad","20","ed503e9d-c323-490f-87f5-c743e1839823","训练进入平台期甚至退步时，应该如何调整？","街头健身","街头健身","5","6","0","0","训练了一段时间，看不到进步反而感觉退步了，是什么原因？应该如何调整？ | 训练一段时间后感觉力量和进步停滞甚至倒退，可能的原因是什么？ | 训练好久没进步了，该怎么办？ | 为什么训练退步了？ | 训练进入平台期甚至退步时，应该如何调整？"
"broad","21","79b66664-cdb3-46c2-bd37-15fed95f9b2b","臂屈伸与卧推力量差异很大是什么原因？如何提高卧推力量？","街头健身","街头健身/负重引体","5","6","0","0","为什么双杠臂屈伸负重（自重+70kg）能做5个，但平板卧推极限只有60kg？ | 双杠臂屈伸负重40kg能做5个，但卧推极限才60kg，是什么原因？ | 我双杠臂屈伸负重70kg（1倍体重），但卧推只有95kg，为什么双杠能力不能很好地迁移到卧推？该如何调整训练？ | 臂屈伸与卧推力量差异很大是什么原因？如何提高卧推力量？ | 我体重68kg，卧推极限105kg，但负重双杠只有50多kg，是不是需要专项训练？双杠能力对卧推的迁移性高吗？"
"broad","22","0679c104-9c8b-4d10-8d76-d63052ae89cd","双力臂训练容易受伤吗？如何避免受伤？","疼痛康复","疼痛康复/双力臂","5","5","0","0","双力臂训练容易受伤吗？如何避免受伤？ | 像这样高强度训练双立臂，长期下来会不会对筋骨造成损伤？如何避免？ | 做不借力双力臂是否容易导致肌肉拉伤？ | 做双力臂动作肩膀会疼吗？如何避免肩部疼痛？ | 做双力臂时肩膀马上不舒服，是什么原因？该如何避免？"
"broad","23","3b225d8a-7694-411e-90a3-59bb7da5f8fd","做引体向上时手掌心磨得痛怎么办？","街头健身","街头健身/引体向上/疼痛康复/双力臂","5","5","0","0","引体向上手皮容易破的原因及解决方法（是否戴手套、握力、摩擦力等）？ | 做引体向上时，手上磨出茧子后疼痛甚至掉皮，是否需要戴手套？如何预防和护理？ | 做引体向上时手掌心磨得痛怎么办？ | 反手握杠引体向上时手指压力很大，容易起老茧，有什么方法可以减轻压力或预防老茧？ | 做双力臂时手上茧子经常爆裂，怎么避免？是否需要带护具？"
"broad","24","a8da7515-b6b7-4df5-9cb0-45d8c7b752a6","如何安排学习和健身训练的时间？","个人成长","个人成长/读博学习","5","5","0","0","如何在学业和健身两方面都取得进步？ | 如何在学习和体育训练上同时取得进步？ | 如何平衡健身训练和学业，才能既练出好成绩又考上名校？ | 如何安排学习和健身训练的时间？ | 如何安排训练与学习的时间？担心训练后学习效率低，或学习后训练消耗精力。"
"broad","25","c766675d-9efd-43b5-a930-f9056054a09d","你的极限引体向上能做多少个？","街头健身","街头健身/引体向上","5","5","0","0","普通引体向上，一分钟一般能做几个？ | 做200个引体向上需要多长时间？ | 你的极限引体向上能做多少个？ | 你正手引体的极限次数是多少？ | 标准引体向上最大次数是多少？"
"broad","26","c91ee911-bc5a-408c-9d4e-ac374dfea4d7","引体向上如何从30个提升到40个？","街头健身","街头健身/引体向上/双力臂","5","5","0","0","引体向上只能做三十多个，怎么突破到更多？ | 引体向上如何从30个提升到40个？ | 如何将引体向上数量从30个提升到50个？ | 引体向上能做25个但双力臂只能到胸口，如何提升才能完成双力臂？ | 我能做25个引体向上，但双力臂做不上去，该怎样训练？"
"broad","27","36cf0d74-5434-40e7-b836-4472be2f1b5d","受伤后如何安全恢复训练？恢复期间需要注意什么？如何判断是否完全恢复并避免旧伤复发？","街头健身","街头健身/疼痛康复","4","6","0","0","训练受伤后是否应该只做功能性训练？ | 受伤后如何安全恢复训练？恢复期间需要注意什么？如何判断是否完全恢复并避免旧伤复发？ | 健身时磕碰受伤后两天还疼痛，能否继续训练？如何判断恢复程度并安全恢复训练？ | 受伤期间如何尽可能维持运动状态不掉？"
"broad","28","ad88cfc0-9f1c-4d43-8d13-e403408e85e1","数学分析和高等代数应该如何备考？","学习科研","学习科研","4","6","0","0","如何备考数学分析和高等代数？ | 如何备考数学分析和高代（高等代数）？ | 数学分析和高等代数应该如何备考？ | 数学分析和高代应该怎么备考？"
"broad","29","5695f22c-c887-49fd-a93c-5dbf0dfa970e","做引体向上时组间休息时间多长合适？","街头健身","街头健身/引体向上/负重引体","4","5","0","0","负重引体训练的组间休息应该如何安排？ | 做引体向上时组间休息时间多长合适？ | 耐力训练中组间休息时间应如何设置？ | 热身组之间的休息时间应该是多长？"
"broad","30","e7227184-dcc4-4bc7-8f50-03b2301ba36a","训练时组间休息时间应该是多少？","街头健身","街头健身/训练计划/负重引体","4","5","0","0","每组之间的休息时间应该是多久？ | 训练时组间休息时间应该是多少？ | 在重量递增计划中，每组间的休息时间应该是多久？ | 一般负重训练组间休息多久？"
"broad","31","012fac19-4c48-4eb1-a1c6-f6f69d0e3e84","反手实力推是否比正手更难？","街头健身","街头健身/引体向上","4","4","0","0","反手实力推是否比正手更难？ | 为什么反手练得少，反手力量却比正手大？ | 为什么我很少练反手，但反手引体向上感觉比正手更轻松？ | 为什么从未练过反手引体，但第一次尝试就比正手轻松？是否因为身体结构更适合反手？"
"broad","32","7d2cadde-9810-4d5d-b6ec-c5bbd50c2630","如何保养肩袖？","疼痛康复","疼痛康复","4","4","0","0","有没有肩部的康复训练方法？ | 肩袖损伤后应该如何进行康复训练？ | 肩关节疼痛应该如何缓解或处理？ | 如何保养肩袖？"
"broad","33","855f8bc0-ac68-4cb8-adff-21f79e9940ec","读博应该保持什么样的心态？","学习科研","学习科研/读博学习","4","4","0","0","读博期间应该培养什么样的心态？我发现自己自然也会做出类似行为，但不确定是否正确。 | 读博过程中应该保持什么样的心态？ | 读博应该保持什么样的心态？ | 读博期间心态应该调整成什么样？"
"broad","34","c73d6135-9de2-413d-bf26-1d2885b6bf02","在数学学习中，天赋和努力哪个更重要？天赋不足如何弥补？","学习科研","学习科研/读博学习","4","4","0","0","数学学习中，天赋和努力哪个更重要？为什么有时候努力无法弥补天赋的不足？ | 在数学学习中，天赋和努力哪个更重要？天赋不足如何弥补？ | 在数学学习中，天赋和努力哪个更重要？考研数学是否更看重天赋？ | 数学学习天赋和努力哪个更重要？考研失败是否说明天赋不足？"
"broad","35","dc2d4c65-ff0f-4919-bca2-545c9e062489","因为害怕被恶意评论，不敢发录取通知书，该怎么办？","个人成长","个人成长","4","4","0","0","我因为怕被负面评论吓到，不敢发录取通知书，怎么克服这种心理？ | 因为害怕被恶意评论，不敢发录取通知书，该怎么办？ | 如何克服因害怕他人评价而不敢在社交媒体上分享录取通知书的心理？ | 如何应对因害怕被人嫉妒或批评而不敢分享成功（如录取通知书）的心理？"
"broad","36","2c8c76b0-c70e-48c1-bb0e-fc8bb715448b","双力臂是否包含翻腕动作？","街头健身","街头健身/双力臂","4","4","0","0","双力臂是否包含翻腕动作？ | 双力臂中的“双力”是指一个拉力一个推力吗？ | 双力臂主要依靠核心力量还是拉力？ | 大天使双力臂是拉力动作还是推力动作？"
"broad","37","3ba1fd37-f5ed-4081-a276-aea32d8f10b1","希望聊聊创业合作","社区事务","社区事务/自媒体创业/读博学习","4","4","0","0","有创业想法，希望交流 | 希望聊聊创业合作 | 寻求创业经验分享 | 博士生创业经验请教"
"broad","38","fb529299-9925-4828-bf70-64e2e6227626","读研/博时导师不解决住宿问题吗？","学习科研","学习科研/读博学习","4","4","0","0","导师应该为研究生解决住宿问题吗？如果不给解决正常吗？ | 博士生导师是否有义务解决学生的住宿问题？ | 北大直博的导师一般会解决学生的住宿问题吗？ | 读研/博时导师不解决住宿问题吗？"
"broad","39","6c88097a-e45b-4aeb-868f-d341f26efd0e","街健真的不适合练腿吗？","街头健身","街头健身","4","4","0","0","为什么练腿？练腿的重要性是什么？ | 练腿对街头健身的影响大吗？ | 练腿训练应该注重力量吗？ | 街健真的不适合练腿吗？"
"broad","40","cea58934-3f46-4799-8f70-ca80e6b62b9c","心比天高但能力不足怎么办？","个人成长","个人成长","4","4","0","0","心比天高，但能力达不到该怎么办？ | 心比天高，但能力达不到，怎么办？ | 心比天高但能力不足，该怎么办？ | 心比天高但能力不足怎么办？"
"broad","41","6c7b7c79-7fc4-4eec-86d7-2b489fd55fb2","手部训练导致的老茧、爆茧、皮下积血应如何处理？","街头健身","街头健身","3","5","0","0","训练中手部皮肤破损（如茧子磨破），如何正确消毒和快速处理以不影响后续训练？ | 训练时手指皮肤经常撕裂，如何修剪和处理茧子来预防？ | 手部训练导致的老茧、爆茧、皮下积血应如何处理？"
"broad","42","f45d559a-6310-486c-9f1f-c73c588fc075","如何克服学习中的注意力不集中、困倦和动力不足？","学习科研","学习科研/读博学习","2","6","0","0","如何保持学习精力，克服疲劳和困倦？有哪些有效的运动、睡眠和专注方法？ | 如何克服学习中的注意力不集中、困倦和动力不足？"
"broad","43","bc3f6f6d-1e68-407e-ae0e-ff22cb1beb81","在引体向上中‘打开’是什么意思？","街头健身","街头健身/引体向上","2","6","0","0","引体向上中'打开'是什么意思？ | 在引体向上中‘打开’是什么意思？"
"broad","44","8ed86b57-11e4-4789-8c11-5d58f0ff634a","肩膀如何正确热身？出现弹响和疼痛应如何应对？","街头健身","街头健身/疼痛康复","3","4","0","0","臂屈伸时肩部疼痛的原因与预防 | 练完臂屈伸后肩膀疼痛（三头肌反而还好），且日常活动肩部有响声，可能是什么原因？如何调整训练以避免肩部不适？ | 肩膀如何正确热身？出现弹响和疼痛应如何应对？"
"broad","45","8f0e00aa-d11f-42f9-9f6d-0bc3bdcf8cbc","在街头健身中，如何判断基础力量是否足够练习俄挺？需要达到什么标准？应优先自重训练还是负重训练？基础力量不足时如何改善团身动作？","街头健身","街头健身/负重引体","3","4","0","0","练习俄挺需要臂屈伸和实力推达到多少基础？ | 为了安全练习俄挺，如何打好基础力量？先练推肩和平举足够吗？ | 在街头健身中，如何判断基础力量是否足够练习俄挺？需要达到什么标准？应优先自重训练还是负重训练？基础力量不足时如何改善团身动作？"
"broad","46","4f7cb87f-05ec-4338-8bab-4a5b1009d4a9","荣誉满身的人进入体制内后晋升提拔有优势吗？","个人成长","个人成长","3","4","0","0","在大学获得很多荣誉（如奖学金、竞赛奖项）的人进入体制内后，对晋升提拔有优势吗？ | 拥有众多荣誉（如奥赛、名校背景）的人进入体制内后，在晋升提拔上是否有优势？ | 荣誉满身的人进入体制内后晋升提拔有优势吗？"
"broad","47","d910d2d5-0772-4dd4-bc61-0ab1cc746846","如何提高训练后的恢复能力，减少肌肉酸痛时间？","街头健身","街头健身","3","4","0","0","如何在1-2小时内将体能、耐力和力量恢复到100%？有哪些有效的恢复方法？ | 如何提高训练后的恢复速度？ | 如何提高训练后的恢复能力，减少肌肉酸痛时间？"
"broad","48","022750de-9459-44e6-bd11-ac4a1aca59c3","练完负重引体后需要很长时间恢复，是否应该安排减载周？","街头健身","街头健身/负重引体/引体向上/训练计划/社区事务","3","3","0","0","练完负重引体后需要很长时间恢复，是否应该安排减载周？ | 负重引体后恢复很慢（周二练到周五才恢复），之前不知道有减载周，现在需要安排减载吗？ | 我练完负重引体后需要到周五才能恢复到周二的水平，之前没有安排减载周，现在需要加入减载周吗？"
"broad","49","0c1fd7a7-b013-4474-8188-2c03e1443171","手腕TFCC损伤后应该如何锻炼？","疼痛康复","疼痛康复","3","3","0","0","手腕TFCC损伤后应该如何锻炼？ | TFCC损伤不严重，应该如何康复和训练？ | 手腕TFCC如何恢复？双杠臂屈伸导致的。"
"broad","50","13c20125-5653-4d45-98cb-14d9df8e5af3","在校外做毕业设计，导师是否应该报销房租？","学习科研","学习科研","3","3","0","0","在校外做毕业设计，导师是否应该报销房租？ | 做校外毕设，老师不给报销房租是正常的吗？ | 做校外毕设时，老师不给报销房租是正常的吗？"
